TIME,OPCODE,ACK/NACK,REASON
2023-08-23 16:01:21.692,0xFF,TX,ACK
2023-08-23 16:01:22.067,0xFF,TX,ACK
2023-08-23 16:01:22.293,0xFF,TX,ACK
2023-08-23 16:01:22.594,0xFF,TX,ACK
2023-08-23 16:01:22.834,0xFF,TX,ACK
2023-08-23 16:01:23.135,0xFF,TX,ACK
2023-08-23 16:01:23.541,0xFF,TX,ACK
2023-08-23 16:01:23.781,0xFF,TX,ACK
2023-08-23 16:01:24.036,0xFF,TX,ACK
2023-08-23 16:01:24.366,0xFF,TX,ACK
2023-08-23 16:01:24.636,0xFF,TX,ACK
2023-08-23 16:01:24.832,0xFF,TX,ACK
2023-08-23 16:01:25.208,0xFF,TX,ACK
2023-08-23 16:01:25.479,0xFF,TX,ACK
2023-08-23 16:01:25.764,0xFF,TX,ACK
2023-08-23 16:01:26.050,0xFF,TX,ACK
2023-08-23 16:01:26.576,0xFF,TX,ACK
2023-08-23 16:01:26.861,0xFF,TX,ACK
2023-08-23 16:01:27.281,0xFF,TX,ACK
2023-08-23 16:01:27.598,0xFF,TX,ACK
2023-08-23 16:01:27.974,0xFF,TX,ACK
2023-08-23 16:01:28.425,0xFF,TX,ACK
2023-08-23 16:01:28.786,0xFF,TX,ACK
2023-08-23 16:01:29.146,0xFF,TX,ACK
2023-08-23 16:01:29.432,0xFF,TX,ACK
2023-08-23 16:01:29.867,0xFF,TX,ACK
2023-08-23 16:01:30.199,0xFF,TX,ACK
2023-08-23 16:01:30.423,0xFF,TX,ACK
2023-08-23 16:01:30.708,0xFF,TX,ACK
2023-08-23 16:01:31.158,0xFF,TX,ACK
2023-08-23 16:01:31.489,0xFF,TX,ACK
2023-08-23 16:01:31.759,0xFF,TX,ACK
2023-08-23 16:01:32.270,0xFF,TX,ACK
2023-08-23 16:01:32.525,0xFF,TX,ACK
2023-08-23 16:01:32.856,0xFF,TX,ACK
2023-08-23 16:01:33.126,0xFF,TX,ACK
2023-08-23 16:01:33.396,0xFF,TX,ACK
2023-08-23 16:01:33.756,0xFF,TX,ACK
2023-08-23 16:01:33.996,0xFF,TX,ACK
2023-08-23 16:01:34.401,0xFF,TX,ACK
2023-08-23 16:01:34.927,0xFF,TX,ACK
2023-08-23 16:01:35.408,0xFF,TX,ACK
2023-08-23 16:01:35.769,0xFF,TX,ACK
2023-08-23 16:01:36.265,0xFF,TX,ACK
2023-08-23 16:01:36.535,0xFF,TX,ACK
2023-08-23 16:01:37.030,0xFF,TX,ACK
2023-08-23 16:01:37.451,0xFF,TX,ACK
2023-08-23 16:01:37.811,0xFF,TX,ACK
2023-08-23 16:01:38.187,0xFF,TX,ACK
2023-08-23 16:01:38.487,0xFF,TX,ACK
2023-08-23 16:01:38.802,0xFF,TX,ACK
2023-08-23 16:01:39.132,0xFF,TX,ACK
2023-08-23 16:01:39.506,0xFF,TX,ACK
2023-08-23 16:01:39.912,0xFF,TX,ACK
2023-08-23 16:01:40.423,0xFF,TX,ACK
2023-08-23 16:01:40.768,0xFF,TX,ACK
2023-08-23 16:01:41.007,0xFF,TX,ACK
2023-08-23 16:01:41.337,0xFF,TX,ACK
2023-08-23 16:01:41.713,0xFF,TX,ACK
2023-08-23 16:01:42.072,0xFF,TX,ACK
2023-08-23 16:01:42.433,0xFF,TX,ACK
2023-08-23 16:01:42.838,0xFF,TX,ACK
2023-08-23 16:01:43.318,0xFF,TX,ACK
2023-08-23 16:01:43.754,0xFF,TX,ACK
2023-08-23 16:01:44.055,0xFF,TX,ACK
2023-08-23 16:01:44.417,0xFF,TX,ACK
2023-08-23 16:01:44.732,0xFF,TX,ACK
2023-08-23 16:01:45.108,0xFF,TX,ACK
2023-08-23 16:01:45.589,0xFF,TX,ACK
2023-08-23 16:01:45.965,0xFF,TX,ACK
2023-08-23 16:01:46.340,0xFF,TX,ACK
2023-08-23 16:01:46.641,0xFF,TX,ACK
2023-08-23 16:01:46.986,0xFF,TX,ACK
2023-08-23 16:01:47.227,0xFF,TX,ACK
2023-08-23 16:01:47.752,0xFF,TX,ACK
2023-08-23 16:01:48.128,0xFF,TX,ACK
2023-08-23 16:01:48.548,0xFF,TX,ACK
2023-08-23 16:01:48.893,0xFF,TX,ACK
2023-08-23 16:01:49.434,0xFF,TX,ACK
2023-08-23 16:01:49.764,0xFF,TX,ACK
2023-08-23 16:01:50.155,0xFF,TX,ACK
2023-08-23 16:01:50.650,0xFF,TX,ACK
2023-08-23 16:01:51.056,0xFF,TX,ACK
2023-08-23 16:01:51.477,0xFF,TX,ACK
2023-08-23 16:01:51.852,0xFF,TX,ACK
2023-08-23 16:01:52.197,0xFF,TX,ACK
2023-08-23 16:01:52.633,0xFF,TX,ACK
2023-08-23 16:01:52.978,0xFF,TX,ACK
2023-08-23 16:01:53.399,0xFF,TX,ACK
2023-08-23 16:01:53.684,0xFF,TX,ACK
2023-08-23 16:01:54.195,0xFF,TX,ACK
2023-08-23 16:01:54.406,0xFF,TX,ACK
2023-08-23 16:01:54.796,0xFF,TX,ACK
2023-08-23 16:01:55.052,0xFF,TX,ACK
2023-08-23 16:01:55.262,0xFF,TX,ACK
2023-08-23 16:01:55.502,0xFF,TX,ACK
2023-08-23 16:01:55.953,0xFF,TX,ACK
2023-08-23 16:01:56.297,0xFF,TX,ACK
2023-08-23 16:01:56.612,0xFF,TX,ACK
2023-08-23 16:01:56.928,0xFF,TX,ACK
2023-08-23 16:01:57.303,0xFF,TX,ACK
2023-08-23 16:01:57.918,0xFF,TX,ACK
2023-08-23 16:01:58.353,0xFF,TX,ACK
2023-08-23 16:01:58.683,0xFF,TX,ACK
2023-08-23 16:01:59.013,0xFF,TX,ACK
2023-08-23 16:01:59.419,0xFF,TX,ACK
2023-08-23 16:01:59.779,0xFF,TX,ACK
2023-08-23 16:02:00.154,0xFF,TX,ACK
2023-08-23 16:02:00.425,0xFF,TX,ACK
2023-08-23 16:02:00.695,0xFF,TX,ACK
2023-08-23 16:02:01.086,0xFF,TX,ACK
2023-08-23 16:02:01.311,0xFF,TX,ACK
2023-08-23 16:02:01.612,0xFF,TX,ACK
2023-08-23 16:02:01.882,0xFF,TX,ACK
2023-08-23 16:02:02.242,0xFF,TX,ACK
2023-08-23 16:02:02.587,0xFF,TX,ACK
2023-08-23 16:02:02.962,0xFF,TX,ACK
2023-08-23 16:02:03.532,0xFF,TX,ACK
2023-08-23 16:02:03.967,0xFF,TX,ACK
2023-08-23 16:02:04.387,0xFF,TX,ACK
2023-08-23 16:02:04.883,0xFF,TX,ACK
2023-08-23 16:02:05.362,0xFF,TX,ACK
2023-08-23 16:02:05.738,0xFF,TX,ACK
2023-08-23 16:02:06.189,0xFF,TX,ACK
2023-08-23 16:02:06.640,0xFF,TX,ACK
2023-08-23 16:02:07.015,0xFF,TX,ACK
2023-08-23 16:02:07.301,0xFF,TX,ACK
2023-08-23 16:02:07.676,0xFF,TX,ACK
2023-08-23 16:02:08.081,0xFF,TX,ACK
2023-08-23 16:02:08.487,0xFF,TX,ACK
2023-08-23 16:02:08.877,0xFF,TX,ACK
2023-08-23 16:02:09.283,0xFF,TX,ACK
2023-08-23 16:02:09.643,0xFF,TX,ACK
2023-08-23 16:02:10.064,0xFF,TX,ACK
2023-08-23 16:02:10.409,0xFF,TX,ACK
2023-08-23 16:02:10.754,0xFF,TX,ACK
2023-08-23 16:02:11.295,0xFF,TX,ACK
2023-08-23 16:02:11.520,0xFF,TX,ACK
2023-08-23 16:02:11.866,0xFF,TX,ACK
2023-08-23 16:02:12.062,0xFF,TX,ACK
2023-08-23 16:02:12.543,0xFF,TX,ACK
2023-08-23 16:02:12.947,0xFF,TX,ACK
2023-08-23 16:02:13.338,0xFF,TX,ACK
2023-08-23 16:02:13.878,0xFF,TX,ACK
2023-08-23 16:02:14.299,0xFF,TX,ACK
2023-08-23 16:02:14.660,0xFF,TX,ACK
2023-08-23 16:02:15.110,0xFF,TX,ACK
2023-08-23 16:02:15.532,0xFF,TX,ACK
2023-08-23 16:02:15.877,0xFF,TX,ACK
2023-08-23 16:02:16.177,0xFF,TX,ACK
2023-08-23 16:02:16.568,0xFF,TX,ACK
2023-08-23 16:02:16.868,0xFF,TX,ACK
2023-08-23 16:02:17.348,0xFF,TX,ACK
2023-08-23 16:02:17.678,0xFF,TX,ACK
2023-08-23 16:02:18.054,0xFF,TX,ACK
2023-08-23 16:02:18.550,0xFF,TX,ACK
2023-08-23 16:02:18.910,0xFF,TX,ACK
2023-08-23 16:02:19.376,0xFF,TX,ACK
2023-08-23 16:02:19.706,0xFF,TX,ACK
2023-08-23 16:02:20.067,0xFF,TX,ACK
2023-08-23 16:02:20.383,0xFF,TX,ACK
2023-08-23 16:02:20.774,0xFF,TX,ACK
2023-08-23 16:02:21.134,0xFF,TX,ACK
2023-08-23 16:02:21.465,0xFF,TX,ACK
2023-08-23 16:02:21.915,0xFF,TX,ACK
2023-08-23 16:02:22.110,0xFF,TX,ACK
2023-08-23 16:02:22.379,0xFF,TX,ACK
2023-08-23 16:02:22.695,0xFF,TX,ACK
2023-08-23 16:02:23.040,0xFF,TX,ACK
2023-08-23 16:02:23.445,0xFF,TX,ACK
2023-08-23 16:02:23.775,0xFF,TX,ACK
2023-08-23 16:02:24.060,0xFF,TX,ACK
2023-08-23 16:02:24.525,0xFF,TX,ACK
2023-08-23 16:02:24.795,0xFF,TX,ACK
2023-08-23 16:02:25.262,0xFF,TX,ACK
2023-08-23 16:02:25.623,0xFF,TX,ACK
2023-08-23 16:02:25.939,0xFF,TX,ACK
2023-08-23 16:02:26.269,0xFF,TX,ACK
2023-08-23 16:02:26.688,0xFF,TX,ACK
2023-08-23 16:02:27.169,0xFF,TX,ACK
2023-08-23 16:02:27.545,0xFF,TX,ACK
2023-08-23 16:02:27.936,0xFF,TX,ACK
2023-08-23 16:02:28.281,0xFF,TX,ACK
2023-08-23 16:02:28.641,0xFF,TX,ACK
2023-08-23 16:02:29.031,0xFF,TX,ACK
2023-08-23 16:02:29.557,0xFF,TX,ACK
2023-08-23 16:02:29.934,0xFF,TX,ACK
2023-08-23 16:02:30.341,0xFF,TX,ACK
2023-08-23 16:02:30.612,0xFF,TX,ACK
2023-08-23 16:02:31.122,0xFF,TX,ACK
2023-08-23 16:02:31.497,0xFF,TX,ACK
2023-08-23 16:02:31.932,0xFF,TX,ACK
2023-08-23 16:02:32.322,0xFF,TX,ACK
2023-08-23 16:02:32.757,0xFF,TX,ACK
2023-08-23 16:02:33.132,0xFF,TX,ACK
2023-08-23 16:02:33.461,0xFF,TX,ACK
2023-08-23 16:02:33.896,0xFF,TX,ACK
2023-08-23 16:02:34.301,0xFF,TX,ACK
2023-08-23 16:02:34.706,0xFF,TX,ACK
2023-08-23 16:02:34.947,0xFF,TX,ACK
2023-08-23 16:02:35.307,0xFF,TX,ACK
2023-08-23 16:02:35.563,0xFF,TX,ACK
2023-08-23 16:02:35.969,0xFF,TX,ACK
2023-08-23 16:02:36.463,0xFF,TX,ACK
2023-08-23 16:02:36.748,0xFF,TX,ACK
2023-08-23 16:02:37.004,0xFF,TX,ACK
2023-08-23 16:02:37.395,0xFF,TX,ACK
2023-08-23 16:02:37.754,0xFF,TX,ACK
2023-08-23 16:02:38.054,0xFF,TX,ACK
2023-08-23 16:02:38.399,0xFF,TX,ACK
2023-08-23 16:02:38.759,0xFF,TX,ACK
2023-08-23 16:02:39.014,0xFF,TX,ACK
2023-08-23 16:02:39.435,0xFF,TX,ACK
2023-08-23 16:02:39.796,0xFF,TX,ACK
2023-08-23 16:02:40.262,0xFF,TX,ACK
2023-08-23 16:02:40.473,0xFF,TX,ACK
2023-08-23 16:02:40.923,0xFF,TX,ACK
2023-08-23 16:02:41.284,0xFF,TX,ACK
2023-08-23 16:02:41.689,0xFF,TX,ACK
2023-08-23 16:02:42.006,0xFF,TX,ACK
2023-08-23 16:02:42.292,0xFF,TX,ACK
2023-08-23 16:02:42.743,0xFF,TX,ACK
2023-08-23 16:02:43.014,0xFF,TX,ACK
2023-08-23 16:02:43.329,0xFF,TX,ACK
